"";"PK_CAD";"TIPO_CLI";"TIPO_FAB";"TIPO_FOR";"TIPO_TRA";"TIPO_SERV";"TIPO_OUT";"RAZAO_SOCIAL";"FANTASIA";"CNPJ";"CPF";"INSC_EST";"INSC_MUM";"ENDERECO";"BAIRRO";"FK_CID";"CEP";"ENDE_COB";"BAIRRO_COB";"FK_CID_COB";"CEP_COB";"FONE1";"FONE2";"FAX";"HOMEPAGE";"FK_RAM";"LIMCREDITO";"OBSERVACAO";"FK_CADTRA";"FK_CPG";"TIPO_FRETE";"CREDITO_BLOQUEADO";"INATIVO";"FK_CPGREP";"FK_CADTRAREP";"TIPO_FRETE_REP";"CONS_INDUSTRIA";"DATA_CAD";"FK_USUCAD";"DATA_CAP_SOCIAL";"VLR_CAP_SOCIAL";"QTD_PROTESTOS";"QTD_CHQ_DEVOL";"OBSERV_CRED";"CONCEITO_CRED";"CONTATO_BANCO";"PER_ANA_CRED";"DT_ULT_AVALIACAO";"MATERIAL_COMPRA";"PERC_MAT_ESTOQUE";"PERC_MAT_ESPECIAL";"MOTIVO_RECADASTRO";"VAL_SOLIC_COMPRA";"FK_TPG";"DT_LIBFIN";"FK_USULIB";"AUDITVENDA";"ISENTOICMS";"MESESPRECO";"ISUF";"MALADIRETA";"FK_NAT";"OBS_LEGAL";"OBS_VENDA";"DDENTREGA";"FK_USUAVAL";"BLOQFATIPI";"SIMPLES";"SEMCOMPRA";"SEMCPR12";"IPI_PRIM";"CREDBLOQ";"FK_CAD_NOVO";"GERA_IPI";"DTRECCAD";"DTSOLCOMPL";"DTRECCOMPL";"DTTERMPROC";"AC_BLOQ";"AC_DEP";"FK_BCOCOB";"NAOAGRUPABLQ";"IMPRIME_FAB_ETIQ";"IMPRIME_DATAFAB_ETIQ";"FK_SUB";"FATUR_MINIMO";"MARKUP_MAODEOBRA";"MARKUP_MATPRIMA";"INTEGRACAO_XML";"REGIME_TRIBUTARIO";"INDUSTRIA_REVENDA";"TOLERANCIA_ANTECIPACAO";"TOLERANCIA_ATRASO";"NAOCONTRIBUINTE";"DIA_SEMANA_MRP";"OBS_PADRAO_OC";"REAJUSTE_LME";"REAJUSTE_DOLAR";"PERC_GATILHO";"REAJUSTE_CUSTO";"FREQUENCIA";"OBSERVACAO_REAJUSTE";"PLACA_PADRAO";"PLACA_PADRAO_UF";"TIPO_REAJUSTE_CABOS";"TIPO_REAJUSTE_OUTROS";"PERC_QTD_NFR_OC";"OBRIGAR_NFSE";"INCOTERM";"BANK_INFORMATION";"INVOICE_PAGTO_ANTECIP";"FK_MOE";"PRAZO_PAGAMENTO_PADRAO";"FOLLOWUP_AUTOMATICO";"CONSIDERA_PV_FLUXO_CAIXA";"DIA_SEMANA_VENCTO";"DIA_MES_VENCTO1";"DIA_MES_VENCTO2";"DIA_MES_VENCTO3";"FK_MAQ_PREFERENCIAL";"FK_NATCONSUMO"
182;1067.0;"N";"N";"S";"N";"N";"N";"TAE YOUNG BRASIL LTDA";"TAE YOUNG BRASIL LTDA";"17.835.388/0001-43";"";"535.486.720.116";"";"ALAMEDA MARIA CAVALHEIRO BONILHA, 120 SALA 216";"";195.0;"13403-83";"ALAMEDA MARIA CAVALHEIRO BONILHA, 120 SALA 216";"";195.0;"13403-83";"(19) 3375-8506";"";"";"www.taeyoung.com.br";"";"";"** boleto
caso não tenha boleto questionar se podemos fazer deposito.


Banco Bradesco 
Ag.: 7704
Cc.: 15667-1
Razão Social: TAE YOUNG BRASIL LTDA EPP
CNPJ: 17.835.388/0001-43
";585.0;2.0;"F";"N";"N";"";"";"F";"R";"2014-02-20 11:37:18.907";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";3.0;"";"";"N";"N";"";"";"N";156.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";7.0;"N";"N";"N";82.0;1000.0;"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
183;1090.0;"N";"N";"S";"N";"N";"N";"SOB SCHURTER OKW DO BRASIL LTDA";"SOB SCHURTER OKW DO BRASIL LTDA";"08.075.290/0001-44";"";"149314506113";"";"RUA BARAO DO TRIUNFO, 88";"";36.0;"04602000";"RUA BARAO DO TRIUNFO, 88";"";36.0;"04602000";"(11) 5090-0030";"";"";"www.sob-brasil.com";"";"";"";"";2.0;"";"N";"N";"";"";"";"";"2014-04-02 15:31:39.965";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";83.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"I";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
184;1101.0;"N";"N";"S";"S";"N";"N";"MADEM S/A INDÚSTRIA E COMÉRCIO DE MADEIRAS E EMBALAGENS";"MADEM";"87.547.238/0003-81";"";"12600563-67";"";"RUA IGNÁCIO SCHELBAUER, 655";"BOM JESUS";224.0;"83880000";"RUA IGNÁCIO SCHELBAUER, 655";"";224.0;"83880000";"54 3462 5600";"";"";"";1.0;"";"BOLETO

Caso não conste no DDA solicitar a Carmen: carmem@madem.com.br";1101.0;2.0;"C";"N";"N";"";"";"";"";"2014-04-16 07:58:24.927";8.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";83.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";183.0;"";"";"";"N";"";"";2;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
185;1102.0;"S";"S";"S";"N";"S";"S";"INDUSTRIA METALURGICA IMEPP LTDA";"IMEPP";"03.292.623/0001-73";"";"058/0093794";"";"RUA DR CARLOS CUNHA, 282";"ENGENHO";10.0;"92500000";"RUA DR CARLOS CUNHA, 282";"";10.0;"92500000";"(51) 3401-3715";"";"";"";"";"";"Banco SICREDI
AG: 0155
C/C:4316-8";13.0;2.0;"F";"N";"N";"";"";"";"";"2014-04-16 08:10:11.266";8.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";3.0;"";"";"N";"N";"";"";"N";80.0;"";"";"";"";"N";"N";"S";"S";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
186;1103.0;"N";"N";"S";"N";"N";"N";"B&B COMÉRCIO DE MATERIAIS ELÉTRICOS LTDA";"B&B MATERIAIS ELÉTRICOS";"08.679.642/0001-70";"";"096/3168193";"";"AV. GUIDO MONDIN , 533";"SÃO GERALDO";1.0;"90230260";"AV. GUIDO MONDIN , 533";"SÃO GERALDO";1.0;"90230260";"51 3023 3363";"";"";"";6.0;"";"";"";"";"";"N";"N";"";"";"";"";"2014-04-17 14:18:19.970";8.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";80.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
187;1131.0;"S";"S";"S";"S";"S";"S";"REFRIGERAÇÃO DUFRIO COM. E IMP. LTDA";"DUFRIO";"01.754.239/0001-10";"";"096.261.606-0";"";"RUA VOLUNTARIOS DA PATRIA, 3303";"FLORESTA";1.0;"90230011";"RUA VOLUNTARIOS DA PATRIA, 3303";"FLORESTA";1.0;"90230011";"(51) 3778.7555";"";"";"";"";"";"";32.0;1.0;"F";"N";"N";4.0;32.0;"F";"";"2014-07-04 14:38:07.217";27.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";80.0;"";"";"";"";"N";"N";"S";"S";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
188;1088.0;"S";"N";"S";"N";"N";"N";"PLASTICOVILLE IND E COM PRO PLASTICOS LTDA";"PLASTICOVILLE";"86.775.343/0001-43";"";"252824555";"";"RUA LAURO ZIMERMANN, 100";"COSTA E SILVA";37.0;"89219168";"RUA LAURO ZIMERMANN, 100";"COSTA E SILVA";37.0;"89219168";"(47) 3205-9000";"";"(47) 3205-9027";"www.plasticoville.com.br";1.0;5000.0;"COLETA AGENDADA EM 19.08.2015 N°: 228074
EDINARA
";331.0;2.0;"F";"N";"N";2.0;460.0;"F";"I";"2014-04-01 08:20:51.102";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";3.0;"";"";"N";"N";"";"";"N";41.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
189;1171.0;"N";"S";"S";"N";"N";"S";"POLI TAPE INDUSTRIA E COMERCIO DE FITAS ADESIVAS LTDA";"POLI TAPE FITAS ADESIVAS";"90.059.171/0001-89";"";"024/0368495";"";"RUA ANTONIO FREDERICO OZANAN, 3001";"SAO LUIZ";11.0;"92420360";"RUA ANTONIO FREDERICO OZANAN, 3001";"SAO LUIZ";11.0;"92420360";"(51) 3337 2544";"";"";"";"";"";"";993.0;82.0;"F";"N";"N";"";"";"";"";"2014-10-21 11:59:29.250";52.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";80.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
190;1082.0;"S";"N";"S";"N";"N";"N";"KAVO DO BRASIL INDUSTRIA E COMERCIO LTDA";"KAVO";"84.683.556/0001-10";"";"250046784";"";"RUA CHAPECO, 86";"SAGUACU";37.0;"89221040";"RUA CHAPECO, 86";"SAGUACU";37.0;"89221040";"(47) 34510100";"";"";"";1.0;100000.0;"KAVO DO BRASIL INDUSTRIA E COMERCIO LTDA
Banco: Brasil
Agência: 3428-2
C/C: 3236-0
Código identificador: 480293
Fiscal - Gisele.Natividade@kavokerr.com";331.0;15.0;"F";"N";"N";15.0;"";"";"I";"2014-03-17 11:20:13.042";10.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";4.0;"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"I";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"L";"D";"";"S";"";"";"N";"";"";"N";"N";0.0;"";"";"";"";""
191;2111.0;"N";"N";"S";"N";"N";"N";"MATV SUL ELETRONICOS LTDA";"MATV SUL";"72.094.642/0003-70";"";"0860509605";"";"RUA ALUISIO DE AZEVEDO, 354";"VILA NOVA";16.0;"93520300";"";"";"";"";"5133807000";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-09-13 07:25:12.360";213.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
192;1173.0;"N";"N";"N";"N";"S";"N";"FABRICIO DA SILVA BORGES - ME";"MASTERTEC";"05.476.701/0001-15";"";"057/0219213";"";"RUA MARIA M ANDRIOTTI MINUZZO, 233";"DEOLINDA GOULART";19.0;"92500000";"RUA MARIA M ANDRIOTTI MINUZZO, 233 SALA 01";"DEOLINDA GOULART";19.0;"92500000";"(51) 3488-0242";"(51) 3431-4559";"";"www.mastertecrs.com.br";4.0;"";"";"";"";"";"N";"N";"";"";"";"";"2014-10-29 08:29:07.724";57.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
193;1211.0;"N";"S";"S";"N";"N";"N";"S.G. INDUSTRIA E COMÉRCIO DE PLASTICOS E";"SG PLÁSTICOS SAINT GOBAIN";"43.037.720/0001-34";"";"636.070.459.110";"";"RUA MAJOR CARLO DEL PRETE, 1074";"SANTO ANTÔNIO";108.0;"09530001";"RUA MAJOR CARLO DEL PRETE, 1074";"SANTO ANTÔNIO";108.0;"09530001";"(11) 4224-1211";"(11) 4224-4088";"";"www.sgplasticos.com.br";1.0;"";"";585.0;2.0;"F";"N";"N";"";585.0;"";"";"2015-01-29 11:57:42.815";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";3.0;"";"";"N";"N";"";"";"N";83.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";86.0;"";"";"";"N";"";"I";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
194;1212.0;"N";"S";"S";"N";"N";"S";"ROTIPLAST INDÚSTRIA DE PLÁSTICOS LTDA";"ROTIPLAST";"04.824.252/0001-96";"";"050/0055637";"";"RUA ALENCAR ARARIPE, 3606 - PAV. A - CX POSTAL 68";"ARARIPE";47.0;"95720000";"RUA ALENCAR ARARIPE, 3606 - PAV. A - CX POSTAL 68";"ARARIPE";47.0;"95720000";"(54) 3464 1230";"";"";"www.rotiplast.com.br";"";"";"Banco do Brasil: Ag. 0465-0 (Garibaldi-RS.)
C/C.: 9684-9";995.0;82.0;"F";"N";"N";"";"";"";"";"2015-01-29 13:52:12.309";52.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";3.0;"";"";"N";"N";"";"";"N";80.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"S";"";1;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
195;1225.0;"N";"N";"S";"N";"N";"N";"IFM ELECTRONIC LTDA";"IFM ELECTRONIC LTDA";"02.263.430/0001-21";"";"796.290.943.115";"";"AV MONTEIRO LOBATO, 4550 ASA 4 - GALPÃO 1 - CONDOMÍNIO AIRPO";"JD CUMBICA";36.0;"07180000";"AV MONTEIRO LOBATO, 4550 ASA 4 - GALPÃO 1 - CONDOMÍNIO AIRPO";"JD CUMBICA";36.0;"07180000";"(11) 2672-1730";"";"(11) 2673-3501";"www.ifm.com/br";5.0;"";"DDA

CASO CONTRARIO QUESTIONAR SE PODE PAGAR VIA DEPOSITO:
BANCO ITAU
AG: 0139
C/C: 11110-8
02263430000121";585.0;13.0;"F";"N";"N";3.0;585.0;"F";"";"2015-03-12 15:11:58.657";57.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";3.0;"";"";"N";"N";"";"";"N";83.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";86.0;"";"";"";"N";"";"I";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
196;1240.0;"N";"S";"S";"S";"S";"S";"TAIS NUNES DE QUADROS - ME";"TOK GRAF";"22.083.750/0001-07";"";"	 058/0141918";"";"AV PONCHE VERDE, 771";"JARDIM DOS LAGOS";10.0;"92500000";"AV PONCHE VERDE, 771";"JARDIM DOS LAGOS";10.0;"92500000";"51 3480 1833";"";"";"";"";"";"DDA 
Banco:
Caixa Econômica Federal
Ag: 0479
Conta: 2279-9
Operação: 003
";2.0;2.0;"";"N";"N";"";"";"";"";"2015-04-30 11:07:58.793";52.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";4.0;"";"";"N";"N";"";"";"N";80.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"O";2;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
197;1258.0;"S";"S";"S";"S";"S";"S";"HIDRAMAVE COMÉRCIO DE PROD HIDR E VED LTDA.";"HIDRAMAVE";"79.683.496/0001-03";"";"252647165";"42286";"DONA FRANCISCA, Nº 5866";"DISTRITO INDUSTRIAL";37.0;"89219530";"DONA FRANCISCA, Nº 5866";"DISTRITO INDUSTRIAL";37.0;"89219530";"47 3026 1929";"";"47 3026 4461";"";"";"";"DDA
itau
agencia: 1295
cc: 05611-1";585.0;2.0;"F";"N";"N";"";"";"";"";"2015-06-16 09:43:34.737";52.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";3.0;"";"";"N";"N";"";"";"N";83.0;"";"";"";"";"N";"N";"S";"S";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
198;1148.0;"S";"S";"S";"N";"S";"S";"TECNOCRIMPER INDUSTRIA E COMERCIO LTDA";"TECNOCRIMPER";"02.897.731/0001-07";"";"708.108.410.112";"";"R LUIZ LAZARETTI; 199 BRCAO";"VALE VERDE";234.0;"13279010";"R LUIZ LAZARETTI; 199 BRCAO";"VALE VERDE";234.0;"13279010";"(19) 3268 8389";"(19) 3881-2626";"(19) 3881-2152";"";"";"";"";995.0;1.0;"F";"N";"N";"";"";"";"";"2014-09-01 15:22:50.531";52.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";83.0;"";"";"";"";"N";"N";"S";"S";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
199;1928.0;"N";"S";"S";"N";"S";"S";"PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A";"PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A";"61.150.751/0034-47";"";"";"";"R AMELIA RISKALLAH ABIB TAUIL";"INDUSTRIAS LEVES";162.0;"86030290";"R AMELIA RISKALLAH ABIB TAUIL";"INDUSTRIAS LEVES";162.0;"86030290";"";"";"";"";"";5000.0;"";993.0;19.0;"F";"N";"N";"";993.0;"";"";"2018-02-07 10:14:24.694";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";80.0;"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
200;1179.0;"N";"S";"S";"N";"N";"N";"VABSCO-ABS COMPONENTES LTDA.";"VABSCO-ABS COMPONENTES LTDA.";"52.403.201/0001-33";"";"286.054.230-116";"002.004-0";"RUA ÁLVARES CABRAL, 35";"VILA CONCEIÇÃO";36.0;"09981030";"RUA ÁLVARES CABRAL, 35";"VILA CONCEIÇÃO";36.0;"09981030";"(11) 3509-9140";"";"";"www.vabsco.com.br";1.0;"";"boleto solicitar para:
claudio@vabsco.com.br";995.0;2.0;"F";"N";"N";"";"";"";"";"2014-11-10 13:26:00.525";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";3.0;"";"";"N";"N";"";"";"N";83.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";81.0;"";"";"";"N";"";"";3;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
201;1270.0;"S";"S";"S";"S";"S";"S";"JOAO CARLOS CICHON - ETIQUETAS";"CICHON";"11.050.073/0001-04";"";"90490801-04";"";"RUA EURIDES CANDIDO PINHEIRO, 246";"CIC";12.0;"81310250";"RUA EURIDES CANDIDO PINHEIRO, 246";"CIC";12.0;"81310250";"(41) 3373 5529";"(41) 3364 2885";"";"";"";"";"Deposito 
CAIXA
AG. 3414
C/C 361-5

operaçao 003";995.0;2.0;"F";"N";"N";"";"";"";"";"2015-06-29 10:19:41.745";52.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";83.0;"";"";"";"";"N";"N";"S";"S";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"S";"I";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
202;1226.0;"N";"N";"S";"N";"N";"N";"EXCEL DISTRIBUIÇÃO DE MATERIAL ELÉTRICO LTDA";"EXCEL";"07.931.533/0001-36";"";"096/3125095";"";"AV SERTORIO, 1065";"NAVEGANTES";1.0;"91020001";"AV SERTORIO, 1065";"NAVEGANTES";1.0;"91020001";"(51) 3373 2000";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2015-03-17 10:50:03.314";52.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";80.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;1.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
203;1327.0;"N";"N";"S";"N";"N";"N";"B2W COMPANHIA DIGITAL";"SHOPTIME";"00.776.574/0007-41";"";"373117480111";"";"ESTRADA DOS ALPES, 555";"ITAQUI";239.0;"06696150";"ESTRADA DOS ALPES, 555";"ITAQUI";239.0;"06696150";"(11) 4003-4848";"(11) 4003-5544";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2015-12-02 13:16:29.583";52.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"R";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
204;1290.0;"S";"N";"S";"N";"S";"S";"BRASCABOS COMPONENTES ELÉTRICOS E ELETRÔNICOS LTDA.";"BRASCABOS";"68.149.228/0001-81";"";"587.060.992.118";"";"AVENIDA BRASIL, 3464";"";236.0;"13505600";"AVENIDA BRASIL, 3464";"";236.0;"13505600";"(019) 3522-5122";"";"";"";1.0;10000.0;"Itaú							- Ag. 0050 c/c 53800-8

HSBC							- Ag. 0454 c/c 00009-92

Santander						- Ag. 0426 c/c 9710807-4
";995.0;51.0;"F";"N";"N";"";"";"F";"";"2015-08-25 16:51:24.179";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";3.0;"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";7.0;"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
